City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI
Guwahati,2020-02-06,151.99,243.84,53.41,18.76,107.79,19.64,1.48,15.18,26.85,326.0
Guwahati,2020-02-07,139.27,233.73,45.24,20.56,96.27,18.53,1.44,13.18,18.57,323.0
Guwahati,2020-02-08,139.07,240.31,56.08,20.06,113.55,17.57,1.5,13.09,18.46,316.0
Guwahati,2020-02-09,108.07,190.71,35.9,17.93,78.15,17.92,1.15,12.6,18.11,302.0
Guwahati,2020-02-10,101.22,209.1,51.82,19.55,106.02,18.24,0.99,13.03,18.35,212.0
Guwahati,2020-02-11,111.71,225.78,80.45,23.03,156.74,18.56,1.23,13.56,18.35,278.0
Guwahati,2020-02-12,119.47,225.18,84.67,24.27,165.0,19.25,1.19,13.81,18.35,267.0
Guwahati,2020-02-13,133.75,253.03,92.84,30.59,184.73,21.57,1.29,15.31,18.56,306.0
Guwahati,2020-02-14,141.43,264.36,59.76,27.41,127.46,23.68,1.23,13.6,19.34,315.0
Guwahati,2020-02-15,165.06,279.03,46.86,31.8,111.02,23.71,1.36,13.48,18.98,321.0
Guwahati,2020-02-16,208.26,300.36,42.27,24.33,95.46,24.27,1.61,13.5,18.58,357.0
Guwahati,2020-02-17,203.07,299.17,60.9,24.22,125.93,24.88,1.81,13.7,18.6,367.0
Guwahati,2020-02-18,169.36,319.73,40.71,15.68,83.61,29.04,1.4,14.08,19.54,361.0
Guwahati,2020-02-19,90.78,123.99,14.73,13.21,38.34,24.13,0.56,13.38,18.83,239.0
Guwahati,2020-02-20,131.83,193.45,51.04,17.04,102.03,25.27,1.25,13.91,18.51,288.0
Guwahati,2020-02-21,111.05,177.35,42.25,17.71,88.33,22.11,1.14,14.03,18.58,282.0
Guwahati,2020-02-22,125.72,214.04,61.18,17.95,119.7,21.01,1.27,14.33,18.5,302.0
Guwahati,2020-02-23,118.97,203.28,60.84,21.62,123.1,20.84,1.18,14.48,18.68,302.0
Guwahati,2020-02-24,93.14,157.53,32.95,18.84,74.27,16.1,0.89,13.81,19.06,269.0
Guwahati,2020-02-25,72.51,140.07,19.93,19.02,53.12,14.76,0.61,13.15,18.52,171.0
Guwahati,2020-02-26,27.92,53.53,2.76,12.41,17.83,13.39,0.12,13.25,18.88,78.0
Guwahati,2020-02-27,47.51,79.77,16.71,14.97,43.46,13.55,0.25,13.58,19.04,58.0
Guwahati,2020-02-28,66.48,137.52,52.09,21.7,108.77,12.8,0.63,14.1,18.9,114.0
Guwahati,2020-02-29,84.06,168.91,74.24,29.75,153.71,13.24,0.75,14.09,20.16,160.0
Guwahati,2020-03-01,131.31,198.43,64.74,30.85,139.31,16.28,0.92,13.62,19.12,224.0
Guwahati,2020-03-02,95.07,191.86,40.05,28.98,96.79,16.51,0.95,13.43,18.97,300.0
Guwahati,2020-03-03,63.93,108.82,26.12,23.76,68.34,17.05,0.51,13.53,19.42,164.0
Guwahati,2020-03-04,36.86,65.66,4.88,15.58,24.69,15.46,0.21,13.4,19.28,71.0
Guwahati,2020-03-05,44.87,108.44,3.27,14.86,21.28,12.0,0.29,13.06,18.75,84.0
Guwahati,2020-03-06,58.74,102.63,10.83,15.28,34.19,12.3,0.32,13.2,18.58,110.0
Guwahati,2020-03-07,76.67,125.31,37.68,19.39,82.64,16.12,0.67,13.79,18.58,128.0
Guwahati,2020-03-08,62.83,128.2,30.87,15.52,67.29,16.85,0.6,13.58,19.07,138.0
Guwahati,2020-03-09,66.71,169.5,22.15,20.19,57.99,15.21,0.43,13.32,19.02,152.0
Guwahati,2020-03-10,97.15,167.83,23.63,23.06,63.52,13.47,0.64,13.24,19.03,168.0
Guwahati,2020-03-11,80.63,158.25,43.46,31.04,80.0,13.02,0.7,13.58,19.61,191.0
Guwahati,2020-03-12,95.35,219.23,35.68,30.51,41.47,17.38,0.77,13.68,19.01,226.0
Guwahati,2020-03-13,81.83,178.48,28.0,32.03,36.48,15.43,0.48,13.34,19.07,148.0
Guwahati,2020-03-14,96.15,212.49,28.27,23.49,32.53,15.1,0.88,13.68,19.41,260.0
Guwahati,2020-03-15,79.96,154.9,8.86,18.55,15.64,13.28,0.37,13.23,19.02,140.0
Guwahati,2020-03-16,65.69,171.03,20.2,18.99,24.32,11.72,0.59,13.49,20.08,204.0
Guwahati,2020-03-17,90.97,195.79,38.35,36.21,46.27,13.93,0.5,14.04,22.33,158.0
Guwahati,2020-03-18,101.22,211.78,54.75,43.42,61.98,14.17,0.76,13.57,19.68,228.0
Guwahati,2020-03-19,106.89,227.07,41.98,40.3,50.95,16.17,0.89,13.76,21.2,257.0
Guwahati,2020-03-20,104.24,200.94,20.99,27.59,29.1,20.73,0.8,14.32,24.2,273.0
Guwahati,2020-03-21,105.13,166.05,23.6,26.82,30.67,19.14,0.71,14.72,19.28,223.0
Guwahati,2020-03-22,107.87,152.63,13.16,18.11,18.64,17.4,0.71,14.58,18.81,225.0
Guwahati,2020-03-23,79.39,115.42,35.59,17.48,35.07,18.06,0.59,14.87,18.84,265.0
Guwahati,2020-03-24,78.14,134.65,25.71,23.59,30.67,16.08,0.42,14.85,19.18,124.0
Guwahati,2020-03-25,99.05,136.28,29.82,24.63,34.24,16.54,0.55,15.2,19.36,195.0
Guwahati,2020-03-26,101.46,139.7,16.73,23.28,23.82,18.2,0.62,15.53,19.6,238.0
Guwahati,2020-03-27,118.7,165.09,15.07,23.58,22.74,20.0,0.7,15.54,19.58,270.0
Guwahati,2020-03-28,105.32,224.36,9.92,14.9,14.66,19.07,0.67,15.69,20.08,298.0
Guwahati,2020-03-29,31.95,211.55,1.37,5.65,3.78,11.88,0.09,15.43,22.26,176.0
Guwahati,2020-03-30,38.98,149.95,12.63,17.44,17.92,12.16,0.27,14.77,27.91,169.0
Guwahati,2020-03-31,130.68,232.55,19.56,30.83,29.6,15.72,0.92,16.06,35.47,201.0
Guwahati,2020-04-01,133.0,206.76,12.18,26.92,22.2,19.62,0.98,17.35,39.22,307.0
Guwahati,2020-04-02,141.09,215.27,8.68,16.05,14.29,20.71,0.78,16.86,52.63,315.0
Guwahati,2020-04-03,103.88,220.49,3.81,14.11,9.72,14.09,0.47,15.39,42.49,275.0
Guwahati,2020-04-04,81.92,148.29,8.05,20.73,16.11,12.91,0.49,16.18,34.97,222.0
Guwahati,2020-04-05,75.94,179.25,3.73,15.72,10.44,10.25,0.46,16.08,43.81,158.0
Guwahati,2020-04-06,71.62,137.99,2.44,15.17,9.2,8.04,0.45,16.69,55.53,162.0
Guwahati,2020-04-07,83.89,230.77,0.9,6.98,4.07,6.82,0.34,16.2,67.04,152.0
Guwahati,2020-04-08,78.7,190.7,2.48,13.87,8.61,4.23,0.38,15.75,52.64,198.0
Guwahati,2020-04-09,58.36,112.46,1.36,7.41,4.62,3.57,0.36,16.55,43.33,154.0
Guwahati,2020-04-10,26.5,115.1,0.93,6.41,3.81,6.05,0.19,14.9,63.97,104.0
Guwahati,2020-04-11,57.4,93.25,1.98,9.42,6.06,11.7,0.58,15.85,45.23,104.0
Guwahati,2020-04-12,89.24,126.06,6.4,8.34,8.83,24.53,0.89,18.38,34.98,169.0
Guwahati,2020-04-13,101.75,154.37,16.84,11.14,18.0,31.06,1.01,20.22,37.33,200.0
Guwahati,2020-04-14,103.94,152.8,14.94,10.97,16.49,38.13,1.03,21.14,32.97,266.0
Guwahati,2020-04-15,93.12,122.65,15.35,10.71,16.57,38.23,0.83,20.06,22.35,254.0
Guwahati,2020-04-16,38.33,54.22,2.85,6.46,5.28,28.31,0.41,18.47,34.72,109.0
Guwahati,2020-04-17,19.16,33.51,2.74,6.6,5.25,27.97,0.3,17.6,24.23,51.0
Guwahati,2020-04-18,18.06,26.17,2.89,6.67,5.4,23.01,0.33,16.7,27.85,45.0
Guwahati,2020-04-19,35.6,46.15,4.1,5.59,5.78,25.38,0.45,16.91,24.25,38.0
Guwahati,2020-04-20,20.94,31.08,1.68,6.69,4.51,20.35,0.38,15.72,39.03,62.0
Guwahati,2020-04-21,15.84,28.89,1.82,5.79,4.19,11.71,0.34,13.92,32.44,45.0
Guwahati,2020-04-22,23.36,35.06,2.94,6.81,5.5,9.66,0.39,13.94,24.83,40.0
Guwahati,2020-04-23,26.52,46.48,2.21,7.14,5.12,10.16,0.38,13.86,31.74,46.0
Guwahati,2020-04-24,12.87,29.46,0.66,3.45,2.17,6.01,0.25,13.88,42.08,55.0
Guwahati,2020-04-25,13.02,18.64,0.83,3.81,2.47,3.34,0.25,13.88,43.1,54.0
Guwahati,2020-04-26,19.09,30.65,1.56,6.56,4.35,2.57,0.35,13.95,36.5,50.0
Guwahati,2020-04-27,28.02,42.15,5.89,10.71,9.61,2.47,0.42,14.17,31.9,50.0
Guwahati,2020-04-28,25.51,39.31,1.06,9.0,5.17,3.96,0.4,14.19,39.45,52.0
Guwahati,2020-04-29,25.33,44.45,2.33,7.14,5.21,3.46,0.42,14.08,28.68,51.0
Guwahati,2020-04-30,23.83,36.16,1.85,7.68,5.11,4.63,0.39,14.01,30.84,47.0
Guwahati,2020-05-01,23.15,32.95,2.17,7.83,5.42,4.28,0.41,14.1,28.57,46.0
Guwahati,2020-05-02,23.05,36.19,5.7,12.37,10.27,3.93,0.38,14.31,32.12,45.0
Guwahati,2020-05-03,18.78,41.35,1.27,7.04,4.38,3.86,0.33,14.43,39.18,55.0
Guwahati,2020-05-04,25.13,44.71,5.15,10.84,9.12,3.41,0.42,14.6,32.73,51.0
Guwahati,2020-05-05,26.98,41.37,3.15,9.76,7.09,5.28,0.39,14.5,30.28,49.0
Guwahati,2020-05-06,21.27,33.11,1.42,7.34,4.63,5.87,0.36,14.29,32.09,44.0
Guwahati,2020-05-07,23.78,35.6,1.04,7.21,4.29,4.52,0.38,14.34,26.59,39.0
Guwahati,2020-05-08,27.19,52.66,2.48,12.02,7.7,5.86,0.4,14.54,30.32,45.0
Guwahati,2020-05-09,23.76,54.9,2.68,13.77,8.7,7.1,0.41,14.67,48.79,68.0
Guwahati,2020-05-10,40.78,69.53,4.57,18.13,12.23,7.78,0.51,15.35,46.24,75.0
Guwahati,2020-05-11,47.0,80.22,7.34,23.76,17.04,7.97,0.58,15.44,39.05,72.0
Guwahati,2020-05-12,43.02,72.78,10.4,15.35,15.23,10.77,0.6,14.96,33.72,90.0
Guwahati,2020-05-13,25.6,39.27,1.29,11.16,6.4,6.8,0.4,14.84,37.55,54.0
Guwahati,2020-05-14,18.75,30.16,1.46,9.36,5.65,3.9,0.37,14.76,34.29,43.0
Guwahati,2020-05-15,18.7,27.08,1.24,6.52,4.1,3.82,0.37,14.55,32.84,43.0
Guwahati,2020-05-16,19.4,29.4,1.11,5.69,3.59,3.44,0.34,14.49,34.31,41.0
Guwahati,2020-05-17,16.33,27.04,2.07,9.57,6.2,3.68,0.35,14.52,36.94,49.0
Guwahati,2020-05-18,34.04,65.9,12.56,19.51,18.87,3.77,0.53,14.64,29.84,50.0
Guwahati,2020-05-19,49.08,86.02,12.51,19.87,19.02,5.4,1.2,14.68,32.1,86.0
Guwahati,2020-05-20,42.37,65.67,1.99,12.62,7.63,9.72,0.73,14.41,26.53,89.0
Guwahati,2020-05-21,9.98,15.91,1.43,9.51,5.69,4.46,0.26,14.68,28.79,47.0
Guwahati,2020-05-22,8.42,37.4,0.84,5.04,3.08,1.12,0.26,14.84,37.79,45.0
Guwahati,2020-05-23,13.18,22.34,1.46,6.8,4.4,1.34,0.38,14.73,24.65,38.0
Guwahati,2020-05-24,11.73,18.58,1.58,6.31,4.25,1.33,0.4,14.76,23.5,33.0
Guwahati,2020-05-25,17.99,29.98,2.33,10.22,6.71,2.7,0.43,14.8,26.45,34.0
Guwahati,2020-05-26,8.71,15.15,0.8,5.95,3.5,4.3,0.34,14.88,33.65,45.0
Guwahati,2020-05-27,8.77,16.77,0.83,9.54,5.26,2.44,0.34,15.01,42.45,53.0
Guwahati,2020-05-28,15.12,28.91,0.94,6.03,3.64,0.86,0.37,15.07,44.22,53.0
Guwahati,2020-05-29,15.95,27.93,1.46,8.68,5.3,1.41,0.4,15.09,39.86,55.0
Guwahati,2020-05-30,21.8,41.14,1.61,11.33,6.72,2.23,0.42,15.14,39.32,51.0
Guwahati,2020-05-31,28.03,44.54,3.14,11.2,7.8,2.61,0.56,15.31,26.35,47.0
Guwahati,2020-06-01,24.49,39.27,3.32,11.03,7.85,2.69,0.57,15.26,26.37,57.0
Guwahati,2020-06-02,23.06,40.33,2.21,6.54,4.83,3.67,0.5,15.21,26.84,50.0
Guwahati,2020-06-03,17.45,30.52,1.11,8.21,4.83,3.75,0.41,15.55,44.84,56.0
Guwahati,2020-06-04,10.8,26.6,0.9,4.28,2.75,1.61,0.32,15.44,40.33,47.0
Guwahati,2020-06-05,15.57,25.37,1.1,6.29,3.87,1.3,0.38,15.42,31.39,42.0
Guwahati,2020-06-06,12.45,20.53,1.24,6.97,4.32,1.38,0.39,15.7,30.37,37.0
Guwahati,2020-06-07,18.92,30.78,1.51,6.8,4.44,1.22,0.41,15.65,22.93,30.0
Guwahati,2020-06-08,28.74,46.41,1.03,8.0,4.66,3.03,0.47,15.6,29.94,39.0
Guwahati,2020-06-09,31.44,51.03,1.3,8.33,5.02,4.27,0.49,15.7,36.58,53.0
Guwahati,2020-06-10,36.84,72.94,7.24,18.6,14.47,4.95,0.68,15.82,31.82,63.0
Guwahati,2020-06-11,37.17,69.88,12.04,14.8,16.2,5.16,0.65,15.89,27.09,85.0
Guwahati,2020-06-12,15.44,26.0,2.18,11.08,7.02,3.71,0.48,15.52,22.58,39.0
Guwahati,2020-06-13,18.75,29.81,3.84,10.19,7.82,2.37,0.46,15.5,21.77,45.0
Guwahati,2020-06-14,17.75,26.31,9.24,10.51,12.01,1.65,0.4,15.62,21.27,31.0
Guwahati,2020-06-15,15.67,27.58,1.84,8.73,5.63,1.84,0.36,15.63,20.42,31.0
Guwahati,2020-06-16,16.03,26.82,1.89,9.27,5.92,1.6,0.4,15.63,24.49,34.0
Guwahati,2020-06-17,9.88,17.95,1.96,6.26,4.52,0.72,0.31,15.69,23.73,35.0
Guwahati,2020-06-18,5.6,11.66,1.26,5.42,3.58,0.91,0.31,15.72,26.3,31.0
Guwahati,2020-06-19,12.18,21.4,1.25,5.73,3.72,2.92,0.38,15.89,22.25,30.0
Guwahati,2020-06-20,24.36,40.94,3.25,10.26,7.42,4.15,0.52,15.86,24.91,35.0
Guwahati,2020-06-21,20.77,34.82,4.4,7.49,6.92,3.76,0.46,15.75,24.06,46.0
Guwahati,2020-06-22,19.46,35.88,6.39,10.55,9.9,4.03,0.56,15.99,21.95,41.0
Guwahati,2020-06-23,18.53,34.18,1.6,6.61,4.4,3.84,0.4,16.06,19.74,46.0
Guwahati,2020-06-24,21.36,34.42,1.05,5.43,3.42,3.13,0.4,15.97,22.36,36.0
Guwahati,2020-06-25,18.8,31.55,4.85,12.57,9.73,4.47,0.46,15.9,22.73,37.0
Guwahati,2020-06-26,16.6,23.75,2.8,7.72,5.85,4.08,0.48,16.1,19.46,35.0
Guwahati,2020-06-27,17.82,25.71,2.3,8.37,5.78,2.85,0.51,16.09,21.5,35.0
Guwahati,2020-06-28,18.95,28.79,1.31,8.12,4.92,2.32,0.44,15.91,27.36,36.0
Guwahati,2020-06-29,21.38,33.14,2.06,6.38,4.65,3.51,0.46,15.66,27.12,48.0
Guwahati,2020-06-30,20.32,32.51,1.78,5.11,3.82,3.38,0.43,15.83,24.38,39.0
Guwahati,2020-07-01,40.0,53.0,0.55,6.59,3.59,5.02,0.61,16.07,21.32,36.0
Hyderabad,2017-01-01,61.25,100.46,7.54,39.37,8.27,15.38,0.25,6.08,69.11,110.0
Hyderabad,2017-01-02,47.21,80.12,9.69,52.0,10.85,24.87,0.33,20.73,47.61,103.0
Hyderabad,2017-01-03,65.45,132.09,11.01,58.68,13.66,18.06,0.31,22.99,50.37,103.0
Hyderabad,2017-01-04,116.03,197.89,12.2,58.2,12.48,26.16,0.15,37.31,56.42,215.0
Hyderabad,2017-01-05,96.21,162.27,10.97,57.6,13.18,36.67,0.0,25.88,45.66,276.0
Hyderabad,2017-01-06,75.89,147.99,12.09,69.76,15.64,23.85,0.0,34.18,36.8,158.0
Hyderabad,2017-01-07,63.83,104.25,10.37,37.49,9.45,16.18,0.0,7.83,58.44,137.0
Hyderabad,2017-01-08,62.34,100.56,10.32,34.38,8.88,15.23,0.0,3.21,52.76,102.0
Hyderabad,2017-01-09,51.67,80.46,10.08,30.24,11.37,13.47,0.0,3.56,60.3,96.0
Hyderabad,2017-01-10,61.42,112.53,7.05,36.21,8.33,11.94,0.0,6.6,53.49,98.0
Hyderabad,2017-01-11,82.34,168.93,11.85,49.71,14.9,19.45,0.0,29.68,49.64,163.0
Hyderabad,2017-01-12,115.47,212.64,11.78,55.94,13.1,30.92,0.0,55.61,51.68,236.0
Hyderabad,2017-01-13,108.41,166.25,10.43,49.01,11.51,26.15,0.0,16.8,43.54,281.0
Hyderabad,2017-01-14,73.75,114.17,10.06,38.15,9.48,20.75,0.0,7.78,47.92,183.0
Hyderabad,2017-01-15,81.72,120.38,9.88,39.02,9.59,17.64,0.0,3.77,42.95,164.0
Hyderabad,2017-01-16,83.39,140.24,14.4,52.77,12.14,19.03,0.0,21.93,30.43,184.0
Hyderabad,2017-01-17,64.14,116.31,10.96,49.49,11.74,17.53,0.0,5.32,32.75,133.0
Hyderabad,2017-01-18,54.56,81.16,10.06,34.26,8.81,14.66,0.0,4.16,58.14,126.0
Hyderabad,2017-01-19,67.09,109.2,10.09,38.78,9.6,14.4,0.0,3.76,66.33,104.0
Hyderabad,2017-01-20,76.51,135.24,10.68,49.29,11.62,15.32,0.0,9.0,55.29,150.0
Hyderabad,2017-01-21,69.51,137.83,19.01,63.8,16.45,18.0,0.0,7.19,48.08,156.0
Hyderabad,2017-01-22,60.61,111.85,10.06,49.44,16.53,15.71,0.0,6.68,53.25,113.0
Hyderabad,2017-01-23,83.79,150.97,10.65,52.58,19.39,20.72,0.0,13.58,53.54,156.0
Hyderabad,2017-01-24,71.49,148.62,10.19,50.58,11.72,19.98,0.0,12.35,53.29,151.0
Hyderabad,2017-01-25,76.94,144.81,10.14,47.79,11.21,18.46,0.0,9.19,58.67,149.0
Hyderabad,2017-01-26,64.21,108.56,9.54,32.92,8.41,14.62,0.0,4.04,75.82,132.0
Hyderabad,2017-01-27,56.14,100.4,9.47,41.9,10.18,15.15,0.0,7.88,51.86,100.0
Hyderabad,2017-01-28,68.79,131.75,8.46,43.74,7.53,18.29,0.0,12.09,43.59,115.0
Hyderabad,2017-01-29,85.73,157.28,10.5,53.72,12.36,28.21,0.0,34.99,49.54,199.0
Hyderabad,2017-01-30,62.96,124.01,19.88,60.35,16.06,25.86,0.0,19.96,56.94,129.0
Hyderabad,2017-01-31,54.98,115.66,10.14,46.64,16.51,17.73,0.0,12.33,53.74,110.0
Hyderabad,2017-02-01,44.56,87.45,10.32,35.7,9.92,16.81,0.0,5.74,74.98,151.0
Hyderabad,2017-02-02,52.36,96.1,10.06,37.44,9.36,16.25,0.0,3.48,68.59,102.0
Hyderabad,2017-02-03,58.81,109.98,9.92,42.23,10.17,16.49,0.0,8.29,76.03,113.0
Hyderabad,2017-02-04,68.29,141.85,10.64,52.03,12.26,17.59,0.0,13.7,82.95,149.0
Hyderabad,2017-02-05,56.73,117.29,9.79,45.95,10.79,18.65,0.0,11.04,98.75,164.0
Hyderabad,2017-02-06,64.14,136.36,17.54,52.4,8.17,17.5,0.0,18.17,61.34,118.0
Hyderabad,2017-02-07,93.54,188.21,8.44,60.66,11.41,26.73,0.0,25.9,42.44,185.0
Hyderabad,2017-02-08,83.13,163.13,7.1,51.31,8.72,22.71,0.0,17.22,45.33,180.0
Hyderabad,2017-02-09,70.3,134.14,8.62,45.89,10.47,19.35,0.0,7.48,50.11,161.0
Hyderabad,2017-02-10,64.97,108.1,8.71,35.98,7.61,15.93,0.0,5.02,67.42,121.0
Hyderabad,2017-02-11,41.77,,6.28,27.85,3.04,13.23,0.0,1.8,64.54,115.0
Hyderabad,2017-02-12,39.67,,9.79,32.34,4.54,12.49,0.0,3.08,47.55,78.0
Hyderabad,2017-02-14,62.32,115.04,10.84,35.19,9.17,18.65,0.0,10.09,57.4,137.0
Hyderabad,2017-02-15,66.1,129.76,13.81,40.94,12.43,17.52,0.08,10.89,38.79,123.0
Hyderabad,2017-02-16,85.12,173.28,12.04,46.28,14.03,22.99,0.11,23.38,40.55,158.0
Hyderabad,2017-02-17,82.76,203.34,13.26,46.37,15.73,26.52,0.28,29.72,37.61,193.0
Hyderabad,2017-02-18,75.46,197.99,15.75,46.97,15.11,27.44,0.24,33.86,39.71,179.0
Hyderabad,2017-02-19,63.58,163.83,10.87,40.25,9.18,31.66,0.23,27.84,50.72,141.0
Hyderabad,2017-02-20,57.61,157.84,8.41,35.93,8.46,39.69,0.25,22.31,39.94,160.0
Hyderabad,2017-02-21,53.34,144.79,11.52,44.31,13.02,22.19,0.24,25.23,39.26,128.0
Hyderabad,2017-02-22,65.52,167.51,12.37,46.93,13.69,30.84,0.27,20.72,49.52,161.0
Hyderabad,2017-02-23,72.0,184.43,13.74,48.13,14.06,29.77,0.28,24.77,52.2,164.0
Hyderabad,2017-02-24,68.68,178.16,14.91,44.73,14.36,41.8,0.21,30.71,56.79,183.0
Hyderabad,2017-02-25,80.73,198.07,9.99,46.49,13.6,47.49,0.21,40.3,51.85,165.0
Hyderabad,2017-02-26,64.09,163.99,10.4,44.5,12.84,29.14,0.22,26.83,57.97,165.0
Hyderabad,2017-02-27,55.13,148.99,12.48,39.79,11.67,29.39,0.28,17.65,64.27,179.0
Hyderabad,2017-02-28,69.06,177.21,13.34,45.33,13.98,40.73,0.23,27.21,64.43,197.0
Hyderabad,2017-03-01,63.3,161.94,7.64,38.86,9.94,25.67,0.24,15.45,38.61,166.0
Hyderabad,2017-03-02,57.86,130.83,7.72,29.63,8.8,18.51,0.19,10.31,42.14,147.0
Hyderabad,2017-03-03,28.95,87.02,7.66,25.79,7.97,17.57,0.14,7.43,51.83,142.0
Hyderabad,2017-03-04,32.73,90.8,7.83,25.01,7.66,18.84,0.16,10.15,68.85,116.0
Hyderabad,2017-03-05,31.06,69.14,7.81,19.79,6.75,15.43,0.14,14.85,55.32,102.0
Hyderabad,2017-03-06,42.16,106.15,8.94,28.0,8.86,17.68,0.17,9.61,50.93,106.0
Hyderabad,2017-03-07,35.62,80.09,7.05,17.76,6.07,14.61,0.14,12.29,55.68,109.0
Hyderabad,2017-03-08,45.6,118.95,8.68,28.85,8.91,16.96,0.13,13.64,57.87,124.0
Hyderabad,2017-03-09,77.14,189.5,13.65,45.09,14.68,24.9,0.2,19.6,47.16,181.0
Hyderabad,2017-03-10,30.97,89.71,8.47,24.09,8.42,13.14,0.12,9.13,42.43,113.0
Hyderabad,2017-03-11,30.33,111.84,9.63,33.13,10.18,8.95,0.11,12.9,43.3,108.0
Hyderabad,2017-03-12,43.8,146.18,11.64,41.87,12.69,15.42,0.16,22.58,44.15,117.0
Hyderabad,2017-03-13,63.7,181.89,11.59,42.87,12.28,32.61,0.21,25.87,52.81,143.0
Hyderabad,2017-03-14,50.64,132.94,9.56,37.51,11.09,26.41,0.16,17.73,50.11,161.0
Hyderabad,2017-03-15,21.27,57.52,8.25,18.26,6.57,13.73,0.11,7.85,41.95,95.0
Hyderabad,2017-03-16,27.44,44.62,9.18,24.38,8.05,12.84,0.11,7.14,42.8,76.0
Hyderabad,2017-03-17,54.73,118.8,12.86,45.98,14.49,21.57,0.16,17.35,39.39,97.0
Hyderabad,2017-03-18,67.57,186.0,20.68,52.24,17.22,33.02,0.2,21.64,34.77,146.0
Hyderabad,2017-03-19,63.1,216.97,17.42,54.07,17.35,40.79,0.19,24.11,29.02,167.0
Hyderabad,2017-03-20,52.04,186.28,15.13,43.35,12.52,41.5,0.19,24.0,25.22,144.0
Hyderabad,2017-03-21,61.33,191.22,13.78,50.59,14.69,33.24,0.17,29.93,41.21,145.0
Hyderabad,2017-03-22,60.92,175.69,12.57,52.0,14.03,26.07,0.17,21.17,68.16,171.0
Hyderabad,2017-03-23,60.33,158.98,12.2,48.25,13.65,21.52,0.23,10.61,64.54,175.0
Hyderabad,2017-03-24,54.59,135.47,10.5,42.79,11.92,19.77,0.17,11.49,64.9,148.0
Hyderabad,2017-03-25,60.55,148.34,9.42,41.27,11.22,24.64,0.19,14.86,63.64,137.0
Hyderabad,2017-03-26,62.45,152.69,9.35,38.24,10.57,19.94,0.17,12.7,65.94,140.0
Hyderabad,2017-03-27,57.61,144.64,9.53,39.4,10.9,17.01,0.16,13.08,66.96,164.0
Hyderabad,2017-03-28,51.42,128.17,9.57,38.28,10.72,16.62,0.16,10.89,57.96,154.0
Hyderabad,2017-03-29,49.28,117.75,9.55,33.72,10.29,15.1,0.16,6.55,57.0,127.0
Hyderabad,2017-03-30,47.02,122.96,9.2,35.07,10.75,15.91,0.17,8.66,54.3,114.0
Hyderabad,2017-03-31,45.77,119.32,9.23,35.7,10.05,16.73,0.15,8.68,62.1,150.0
Hyderabad,2017-04-01,44.15,117.72,9.09,30.98,8.99,14.2,0.14,6.09,59.95,136.0
Hyderabad,2017-04-02,51.9,144.41,10.08,41.35,11.47,15.37,0.16,8.48,49.08,123.0
Hyderabad,2017-04-03,50.37,125.87,9.17,34.02,9.63,14.48,0.15,7.24,53.76,132.0
Hyderabad,2017-04-04,43.52,105.3,9.33,30.44,8.9,15.11,0.14,10.83,55.87,123.0
Hyderabad,2017-04-05,47.15,98.46,9.49,29.71,8.89,12.67,0.15,7.18,43.12,103.0
Hyderabad,2017-04-06,44.33,118.21,6.25,36.95,9.88,20.89,0.16,9.13,39.14,92.0
Hyderabad,2017-04-07,48.68,119.71,9.41,32.91,10.06,14.76,0.14,9.66,48.79,136.0
Hyderabad,2017-04-08,68.34,186.2,11.67,38.38,11.62,19.05,0.2,16.14,41.4,128.0
Hyderabad,2017-04-09,77.56,193.33,16.76,49.22,23.27,17.48,0.29,14.15,36.76,175.0
Hyderabad,2017-04-10,67.48,184.29,4.95,39.61,11.11,22.74,0.21,17.04,46.58,164.0
Hyderabad,2017-04-11,77.94,235.99,13.35,52.07,16.81,33.95,0.23,30.86,41.49,192.0
Hyderabad,2017-04-12,158.04,485.88,38.01,70.52,16.42,51.93,0.3,70.39,10.79,199.0
Hyderabad,2017-04-13,59.32,161.14,9.86,37.36,11.15,26.62,0.15,18.52,64.29,173.0
Hyderabad,2017-04-14,60.92,155.57,8.26,32.52,10.17,23.64,0.17,16.51,53.34,165.0
Hyderabad,2017-04-15,57.68,161.11,6.46,29.2,9.42,16.22,0.16,15.79,46.79,152.0
Hyderabad,2017-04-16,56.31,172.7,8.75,28.75,8.96,16.17,0.15,14.29,41.88,148.0
Hyderabad,2017-04-17,68.97,221.35,11.91,41.41,12.46,28.4,0.23,23.3,41.35,173.0
Hyderabad,2017-04-18,70.99,219.74,10.84,45.1,13.09,23.76,0.25,22.43,56.8,191.0
Hyderabad,2017-04-19,57.04,157.84,8.37,27.79,8.08,30.84,0.14,9.25,50.43,166.0
Hyderabad,2017-04-20,49.73,155.18,8.94,35.29,10.53,41.98,0.12,15.24,48.24,131.0
Hyderabad,2017-04-21,45.5,146.01,9.86,37.88,11.26,26.61,0.13,15.64,48.44,136.0
Hyderabad,2017-04-22,53.51,173.04,12.27,42.5,13.91,36.91,0.19,19.01,42.89,143.0
Hyderabad,2017-04-23,58.3,187.29,14.55,42.34,13.23,45.33,0.16,23.97,36.37,156.0
Hyderabad,2017-04-24,57.26,195.54,12.62,40.89,12.81,32.1,0.17,19.79,33.12,162.0
Hyderabad,2017-04-25,55.63,186.41,13.26,42.61,16.03,26.05,0.18,27.37,35.6,156.0
